stock_code,stock_name,price,last_close,open,volume,change_amt,change_pct,high,low,amount_wan,turnover_pct,pe_ttm,amplitude_pct,mcap_yi,float_mcap_yi,pb,limit_up,limit_down,vol_ratio
002675,东诚药业,12.79,12.57,12.60,9157300.0,0.22,1.75,12.82,12.58,11644,1.23,51.61,1.91,95.08,105.47,2.50,13.83,11.31,1.07
002676,顺威股份,5.33,5.47,5.48,13546600.0,-0.14,-2.56,5.54,5.31,7304,1.88,46.33,4.20,38.37,38.38,2.85,6.02,4.92,0.96
002677,浙江美大,7.05,7.16,7.14,5084900.0,-0.11,-1.54,7.23,7.00,3621,0.92,684.05,3.21,38.88,45.55,3.09,7.88,6.44,0.68
002678,珠江钢琴,6.01,5.83,5.88,20771500.0,0.18,3.09,6.35,5.85,12634,1.53,-22.20,8.58,81.59,81.64,2.68,6.41,5.25,1.28
002679,福建金森,9.33,9.48,9.48,4018100.0,-0.15,-1.58,9.60,9.28,3795,1.70,254.04,3.38,22.00,22.00,2.95,10.43,8.53,0.44
002680,长生退,0.77,0.77,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,1.35,0.00,4.47,7.50,0.20,-1,-1,0.00
002681,奋达科技,5.43,5.70,5.66,43088000.0,-0.27,-4.74,5.70,5.42,23731,2.75,-69.88,4.91,85.21,97.45,4.57,6.27,5.13,0.54
002682,龙洲股份,5.08,5.25,5.25,13537700.0,-0.17,-3.24,5.28,5.06,6961,2.41,-4.85,4.19,28.57,28.57,5.42,5.78,4.73,0.85
002683,广东宏大,32.05,33.60,33.60,13039600.0,-1.55,-4.61,33.67,31.89,42267,1.96,25.18,5.30,213.63,243.54,3.64,36.96,30.24,1.16
002684,猛狮退,0.69,0.69,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,0.64,0.00,3.33,3.91,-29.96,-1,-1,0.00
002685,华东重机,7.93,8.37,8.38,46332600.0,-0.44,-5.26,8.48,7.84,37548,4.60,92.39,7.65,79.90,79.91,4.84,9.21,7.53,0.78
002686,亿利达,6.33,6.72,6.70,15225700.0,-0.39,-5.80,6.75,6.30,9833,2.91,190.73,6.70,33.09,35.84,2.22,7.39,6.05,1.06
002687,乔治白,4.32,4.37,4.37,11248400.0,-0.05,-1.14,4.44,4.28,4891,2.72,26.92,3.66,17.86,21.81,1.39,4.81,3.93,0.94
002688,金河生物,5.52,5.95,5.77,52250200.0,-0.43,-7.23,5.89,5.52,29850,6.99,109.65,6.22,41.26,42.48,1.86,6.55,5.36,3.38
002689,ST远智,3.15,3.12,3.15,7962300.0,0.03,0.96,3.24,3.13,2536,0.76,31.73,3.53,32.85,32.86,2.75,3.28,2.96,1.27
002690,美亚光电,15.40,15.41,15.46,4810600.0,-0.01,-0.06,15.64,15.37,7450,1.11,18.70,1.75,66.80,135.86,5.64,16.95,13.87,1.05
002691,*ST冀凯,5.26,5.21,5.21,7721500.0,0.05,0.96,5.45,5.15,4068,2.30,-27.79,5.76,17.67,17.88,2.20,5.47,4.95,1.05
002692,远程股份,4.56,4.84,4.86,23868300.0,-0.28,-5.79,4.86,4.52,11110,3.33,-57.80,7.02,32.73,32.75,2.87,5.32,4.36,1.35
002693,双成药业,10.67,10.44,10.31,24300800.0,0.23,2.20,11.34,10.30,26106,5.91,136.01,9.96,43.85,44.25,10.64,11.48,9.40,0.69
002694,*ST顾地,2.42,2.38,2.45,10090400.0,0.04,1.68,2.49,2.41,2477,1.40,-3.75,3.36,17.39,18.47,-24.54,2.50,2.26,1.22
002695,煌上煌,11.47,11.74,11.91,4833600.0,-0.27,-2.30,11.91,11.41,5612,0.95,77.48,4.26,58.66,64.18,2.33,12.91,10.57,0.67
002696,百洋股份,5.88,6.03,6.00,5757300.0,-0.15,-2.49,6.09,5.86,3434,1.72,120.57,3.81,19.65,20.33,1.49,6.63,5.43,0.75
002697,红旗连锁,4.97,4.73,4.76,52615200.0,0.24,5.07,5.04,4.73,25964,4.59,14.49,6.55,56.92,67.59,1.41,5.20,4.26,2.57
002698,博实股份,12.58,12.94,12.97,13136100.0,-0.36,-2.78,13.19,12.49,16655,1.56,26.14,5.41,105.70,128.64,3.04,14.23,11.65,0.82
002699,*ST美盛,0.41,0.41,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-3.47,0.00,3.73,3.73,0.36,-1,-1,0.00
002700,万憬能源,6.97,7.18,7.18,7077000.0,-0.21,-2.92,7.22,6.91,4993,3.29,37.39,4.32,14.97,28.83,2.06,7.90,6.46,0.78
002701,奥瑞金,5.03,5.04,5.04,25607800.0,-0.01,-0.20,5.08,5.01,12901,1.00,14.98,1.39,128.64,128.76,1.26,5.54,4.54,1.21
002702,海欣食品,5.50,5.35,5.35,30266400.0,0.15,2.80,5.78,5.35,16914,6.60,-79.65,8.04,25.23,30.57,2.95,5.89,4.82,2.56
002703,浙江世宝,18.84,20.00,20.36,63391600.0,-1.16,-5.80,21.40,18.63,123871,10.82,89.25,13.85,110.41,154.98,7.32,22.00,18.00,0.71
002705,新宝股份,12.89,12.34,12.35,19246700.0,0.55,4.46,13.19,12.30,24652,2.38,12.59,7.21,104.16,104.65,1.21,13.57,11.11,1.84
002706,良信股份,14.65,15.06,15.13,79476700.0,-0.41,-2.72,15.40,14.50,118420,8.69,75.28,5.98,133.96,164.54,4.01,16.57,13.55,0.98
002707,众信旅游,5.74,5.70,5.68,19405900.0,0.04,0.70,5.82,5.67,11182,2.24,-2809.03,2.63,49.65,56.41,6.27,6.27,5.13,1.44
002708,光洋股份,13.70,14.87,14.85,27107900.0,-1.17,-7.87,14.95,13.58,38221,5.25,71.57,9.21,70.78,77.01,4.35,16.36,13.38,1.06
002709,天赐材料,52.03,51.89,51.60,104478700.0,0.14,0.27,53.87,50.61,547378,6.92,37.00,6.28,785.14,1060.66,5.74,57.08,46.70,0.92
002710,慈铭体检,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0.00,-1,-1,0.00
002711,欧浦退,0.32,0.32,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-25.17,0.00,3.37,3.38,-0.14,-1,-1,0.00
002712,思美传媒,5.10,5.15,5.20,14522100.0,-0.05,-0.97,5.26,5.08,7512,2.68,-55.86,3.50,27.59,27.76,2.01,5.67,4.64,0.96
002713,*ST东易,11.91,12.54,12.45,14585600.0,-0.63,-5.02,12.50,11.91,17641,2.77,295.74,4.70,62.71,113.31,13.05,13.17,11.91,1.02
002714,牧原股份,38.07,37.05,37.06,55551000.0,1.02,2.75,38.58,36.75,210192,1.46,22.47,4.94,1446.73,2197.78,2.62,40.76,33.35,1.38
002715,登云股份,15.53,16.10,16.20,4014900.0,-0.57,-3.54,16.28,15.33,6324,2.91,-227.42,5.90,21.43,21.43,4.61,17.71,14.49,0.76
002716,湖南白银,9.39,9.65,9.86,102542500.0,-0.26,-2.69,9.93,9.29,97756,4.41,56.68,6.63,218.30,265.09,6.53,10.62,8.69,0.84
002717,*ST岭南,0.91,0.94,0.90,164363100.0,-0.03,-3.19,0.98,0.89,15264,9.56,-0.69,9.57,15.64,16.56,-1.12,0.99,0.89,1.84
002718,友邦吊顶,87.18,90.19,90.63,1916300.0,-3.01,-3.34,91.72,85.00,16624,2.04,1015.31,7.45,81.93,112.85,12.26,99.21,81.17,0.78
002719,ST麦趣,7.50,7.62,7.55,7392100.0,-0.12,-1.57,7.78,7.41,5602,4.57,-11.20,4.86,12.14,13.06,11.98,8.00,7.24,1.19
002720,宏良股份,16.18,16.18,0.00,0.0,0.00,0.00,0.00,0.00,0,0,17.66,0.00,0,21.03,4.14,-1,-1,0.00
002721,金一文化,2.64,2.70,2.70,37043900.0,-0.06,-2.22,2.72,2.62,9911,1.39,84.03,3.70,70.21,70.21,3.26,2.97,2.43,1.05
002722,物产金轮,13.58,13.88,13.86,2834700.0,-0.30,-2.16,14.00,13.49,3885,1.27,18.71,3.67,30.20,30.20,1.01,15.27,12.49,0.71
002723,小崧股份,9.03,9.17,9.14,15461100.0,-0.14,-1.53,9.27,8.94,14004,4.88,-10.99,3.60,28.63,30.01,4.09,10.09,8.25,1.11
002724,海洋王,5.41,5.63,5.63,10046300.0,-0.22,-3.91,5.67,5.40,5533,1.77,55.55,4.80,30.72,41.74,1.52,6.19,5.07,1.31
002725,跃岭股份,15.52,15.52,15.79,20314200.0,0.00,0.00,16.79,15.50,32538,9.48,1795.23,8.31,33.27,39.73,4.09,17.07,13.97,1.34
002726,ST龙大,1.71,1.68,1.70,67772700.0,0.03,1.79,1.76,1.70,11814,6.28,-3.02,3.57,18.44,18.45,3.53,1.76,1.60,1.41
002727,一心堂,11.57,11.16,11.19,9260300.0,0.41,3.67,11.67,11.17,10646,2.36,24.27,4.48,45.46,67.75,0.92,12.28,10.04,1.51
002728,特一药业,8.85,8.73,8.73,12342300.0,0.12,1.37,8.97,8.68,10919,3.72,59.88,3.32,29.38,45.43,2.46,9.60,7.86,1.52
002729,好利科技,19.00,19.67,19.66,9907900.0,-0.67,-3.41,20.27,18.76,19441,5.65,85.82,7.68,33.34,34.76,6.14,21.64,17.70,1.05
002730,电光科技,30.13,32.02,32.50,24333900.0,-1.89,-5.90,32.69,28.82,74102,7.03,159.73,12.09,104.26,109.09,6.61,35.22,28.82,1.68
002731,ST萃华,4.35,4.35,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,4.07,0.00,9.99,11.14,0.60,4.57,4.13,0.00
002732,燕塘乳业,14.62,14.61,14.60,1669200.0,0.01,0.07,14.90,14.55,2457,1.07,46.97,2.40,22.89,23.00,1.52,16.07,13.15,0.96
002733,雄韬股份,33.42,34.47,34.90,31865900.0,-1.05,-3.05,35.22,33.00,108083,8.64,160.78,6.44,123.27,128.40,4.72,37.92,31.02,0.71
002734,利民股份,16.20,16.29,16.19,10538400.0,-0.09,-0.55,16.82,16.12,17320,2.43,15.30,4.30,70.36,77.09,1.98,17.92,14.66,0.83
002735,王子新材,14.80,15.43,15.16,33292200.0,-0.63,-4.08,15.39,14.50,49785,11.68,-35.45,5.77,42.19,55.54,3.55,16.97,13.89,1.10
002736,国信证券,10.12,9.95,9.95,34861200.0,0.17,1.71,10.20,9.94,35156,0.36,9.55,2.61,972.78,1036.46,1.03,10.95,8.96,1.25
002737,葵花药业,13.08,12.80,12.77,4606300.0,0.28,2.19,13.15,12.76,5985,0.79,-37.33,3.05,76.39,76.39,1.93,14.08,11.52,1.38
002738,中矿资源,61.89,63.75,64.16,27450100.0,-1.86,-2.92,64.57,60.70,170555,3.86,53.76,6.07,440.18,446.53,3.60,70.13,57.38,1.05
002739,儒意电影,9.21,8.88,8.89,59403200.0,0.33,3.72,9.32,8.85,54392,2.83,-84.88,5.29,193.40,194.49,2.55,9.77,7.99,1.77
002740,*ST爱迪,0.38,0.38,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.21,0.00,1.57,1.73,-0.22,-1,-1,0.00
002741,光华科技,28.86,31.16,30.40,72196500.0,-2.30,-7.38,30.50,28.51,212260,16.93,111.99,6.39,123.05,134.21,6.93,34.28,28.04,0.93
002742,三圣股份,4.21,4.23,4.21,6537300.0,-0.02,-0.47,4.29,4.18,2764,1.25,-8.34,2.60,22.06,28.80,17.97,4.65,3.81,0.86
002743,富煌钢构,4.75,4.86,4.87,5656000.0,-0.11,-2.26,4.93,4.70,2715,1.30,-2.17,4.73,20.64,20.68,0.89,5.35,4.37,0.72
002745,木林森,10.39,10.90,10.90,83340600.0,-0.51,-4.68,10.98,10.28,87402,7.83,-12.84,6.42,110.56,154.20,1.30,11.99,9.81,0.81
002746,仙坛股份,5.79,5.80,5.80,11050600.0,-0.01,-0.17,5.85,5.72,6403,1.56,19.07,2.24,41.09,49.83,1.11,6.38,5.22,1.16
002747,埃斯顿,27.72,28.32,28.32,67689400.0,-0.60,-2.12,29.87,27.54,192710,8.65,206.08,8.23,216.88,268.27,8.29,31.15,25.49,0.65
002748,世龙实业,11.06,11.18,11.21,5066700.0,-0.12,-1.07,11.27,11.00,5648,2.11,36.91,2.42,26.54,26.54,1.86,12.30,10.06,1.16
002749,国光股份,9.30,9.10,9.14,2480900.0,0.20,2.20,9.36,9.10,2297,0.46,17.72,2.86,50.62,52.05,2.93,10.01,8.19,1.10
002750,龙津退,0.59,0.59,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-5.76,0.00,2.35,2.36,0.51,-1,-1,0.00
002751,易尚退,0.86,0.86,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.67,0.00,1.12,1.33,0.23,-1,-1,0.00
002752,昇兴股份,6.63,6.83,6.83,15664200.0,-0.20,-2.93,6.87,6.61,10492,1.61,17.71,3.81,64.68,64.77,1.81,7.51,6.15,0.84
002753,永东股份,6.43,6.58,6.58,6748700.0,-0.15,-2.28,6.64,6.40,4392,2.78,259.83,3.65,15.61,27.56,1.04,7.24,5.92,0.44
002755,奥赛康,14.56,14.80,14.81,17815000.0,-0.24,-1.62,15.00,14.10,25779,1.92,50.74,6.08,135.14,135.14,4.09,16.28,13.32,0.76
002756,永兴材料,62.46,62.89,63.40,16110000.0,-0.43,-0.68,64.64,62.05,102071,4.16,35.11,4.12,241.77,336.72,2.59,69.18,56.60,1.12
002757,南兴股份,23.40,24.71,24.69,14177700.0,-1.31,-5.30,24.99,23.00,33638,5.03,57.50,8.05,66.00,69.14,3.46,27.18,22.24,0.66
002758,浙农股份,8.29,8.25,8.23,4898500.0,0.04,0.48,8.35,8.21,4062,0.95,7.95,1.70,42.96,43.01,0.83,9.08,7.43,0.93
002759,天际股份,27.90,29.44,29.26,47482900.0,-1.54,-5.23,29.46,27.81,134536,9.48,46.43,5.60,139.76,139.89,4.01,32.38,26.50,0.96
002760,凤形股份,19.25,20.30,20.40,7952600.0,-1.05,-5.17,21.15,18.99,15739,7.36,87.40,10.64,20.79,20.79,2.48,22.33,18.27,0.86
002761,浙江建投,7.98,7.73,7.81,15331300.0,0.25,3.23,8.08,7.77,12174,1.42,37.77,4.01,86.33,105.72,1.22,8.50,6.96,1.47
002762,*ST金比,9.31,9.59,9.59,3408000.0,-0.28,-2.92,9.72,9.21,3190,1.61,-17.85,5.32,19.68,32.96,4.93,10.07,9.11,0.62
002763,汇洁股份,7.94,7.78,7.81,8934700.0,0.16,2.06,8.11,7.79,7148,2.94,46.83,4.11,24.11,32.55,2.08,8.56,7.00,1.27
002765,蓝黛科技,8.19,8.50,8.50,11755900.0,-0.31,-3.65,8.56,8.16,9749,1.97,35.21,4.71,48.80,53.41,2.01,9.35,7.65,0.88
002766,索菱股份,4.61,5.06,5.11,68682500.0,-0.45,-8.89,5.30,4.56,33242,8.02,-53.60,14.62,39.50,39.83,3.73,5.57,4.55,0.80
002767,先锋电子,17.42,18.01,18.09,1883500.0,-0.59,-3.28,18.14,17.23,3306,1.45,103.46,5.05,22.68,26.13,3.03,19.81,16.21,0.59
002768,国恩股份,63.26,68.05,69.18,9020400.0,-4.79,-7.04,69.78,63.26,59371,5.10,19.31,9.58,111.81,190.57,2.76,74.86,61.25,0.99
002769,普路通,7.74,7.80,7.80,9545200.0,-0.06,-0.77,7.97,7.68,7461,2.56,506.20,3.72,28.87,28.89,2.46,8.58,7.02,0.75
002770,科迪退,0.60,0.60,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,7.25,0.00,3.64,6.57,3.32,-1,-1,0.00
002771,真视通,17.48,16.72,16.43,47031700.0,0.76,4.55,17.85,16.43,80587,26.95,-60.12,8.49,30.51,36.67,6.19,18.39,15.05,1.78
002772,众兴菌业,13.44,13.75,13.75,8661600.0,-0.31,-2.25,13.93,13.39,11727,2.33,11.21,3.93,49.95,50.37,1.43,15.13,12.38,1.24
002773,康弘药业,21.00,20.85,20.86,9053900.0,0.15,0.72,21.33,20.70,19053,1.32,18.07,3.02,144.22,193.48,2.01,22.94,18.77,1.28
002774,快意电梯,11.51,11.81,11.84,6287800.0,-0.30,-2.54,12.02,11.45,7311,2.23,66.26,4.83,32.43,38.75,3.48,12.99,10.63,0.60
002775,文科股份,4.05,4.11,4.11,25752900.0,-0.06,-1.46,4.20,3.94,10536,4.50,-8.43,6.33,23.16,25.77,-51.87,4.52,3.70,0.89
002776,*ST柏龙,0.40,0.40,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.27,0.00,2.15,2.15,-0.31,-1,-1,0.00
002777,久远银海,14.16,14.58,14.62,6503800.0,-0.42,-2.88,14.70,14.10,9302,1.61,78.43,4.12,57.28,57.81,3.40,16.04,13.12,0.72
002778,中晟高科,18.99,19.56,19.55,3550000.0,-0.57,-2.91,19.69,18.92,6797,2.88,162.61,3.94,23.44,23.69,7.38,21.52,17.60,0.81
002779,中坚科技,70.38,73.14,73.13,3646800.0,-2.76,-3.77,73.50,70.00,25982,2.20,81.80,4.79,116.70,130.06,13.83,80.45,65.83,0.90
002780,三夫户外,14.23,14.50,14.60,4521200.0,-0.27,-1.86,14.60,14.15,6494,3.46,32.98,3.10,18.59,23.53,2.87,15.95,13.05,0.77
002781,奇信退,0.42,0.42,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.43,0.00,0.94,0.94,-0.18,-1,-1,0.00
002782,可立克,27.72,29.96,29.40,34665600.0,-2.24,-7.48,29.42,27.39,98403,7.13,53.90,6.78,134.86,137.48,6.42,32.96,26.96,0.84
002783,凯龙股份,7.67,7.88,7.90,6835400.0,-0.21,-2.66,7.90,7.65,5292,1.48,33.00,3.17,35.37,38.30,1.44,8.67,7.09,0.86
002785,万里石,44.72,46.66,46.66,7591500.0,-1.94,-4.16,47.32,43.86,34263,3.92,-121.31,7.42,86.53,101.34,12.74,51.33,41.99,0.93
002786,银宝山新,8.41,8.66,8.52,28346000.0,-0.25,-2.89,9.25,8.34,24317,5.74,-127.89,10.51,41.55,41.68,20.92,9.53,7.79,0.75
002787,华源控股,24.85,25.33,25.47,16680800.0,-0.48,-1.89,26.20,24.57,42199,6.65,71.22,6.44,62.34,83.29,4.51,27.86,22.80,0.79
002788,鹭燕医药,11.85,11.71,11.68,18189000.0,0.14,1.20,12.08,11.60,21648,4.76,16.59,4.10,45.25,46.04,1.36,12.88,10.54,1.33
002789,*ST建艺,13.24,13.02,13.56,4749000.0,0.22,1.69,13.67,12.90,6359,3.04,-2.73,5.91,20.72,21.13,13.90,13.67,12.37,1.60
002790,瑞尔特,6.32,6.53,6.53,5425900.0,-0.21,-3.22,6.57,6.29,3475,2.08,-1155.67,4.29,16.48,26.41,1.28,7.18,5.88,1.29
002791,坚朗五金,15.71,15.57,15.58,5780700.0,0.14,0.90,16.17,15.58,9171,2.66,-51.47,3.79,34.20,55.60,1.04,17.13,14.01,0.86
002792,通宇通讯,41.71,46.34,45.51,35942200.0,-4.63,-9.99,45.80,41.71,155712,10.64,1283.92,8.83,140.91,218.49,7.75,50.97,41.71,1.17
002793,罗欣药业,4.29,4.27,4.26,17176500.0,0.02,0.47,4.34,4.23,7346,1.58,-17.28,2.58,46.59,46.66,4.24,4.70,3.84,0.85
002795,永和智控,7.64,8.19,8.19,23110700.0,-0.55,-6.72,8.21,7.55,17990,5.32,-64.98,8.06,33.19,33.74,7.57,9.01,7.37,0.80
002796,世嘉科技,48.03,49.95,50.30,13008900.0,-1.92,-3.84,51.76,47.65,64400,5.71,-197.92,8.23,109.37,121.21,14.39,54.95,44.96,0.72
002797,第一创业,7.00,7.04,7.05,106748100.0,-0.04,-0.57,7.18,6.99,75642,2.54,31.95,2.70,294.17,294.17,1.66,7.74,6.34,0.78
002798,帝欧水华,6.19,6.72,6.60,41223900.0,-0.53,-7.89,6.71,6.14,26420,8.51,-6.86,8.48,29.98,34.36,1.98,7.39,6.05,1.54
002799,环球印务,7.44,7.65,7.69,5876200.0,-0.21,-2.75,7.70,7.40,4432,1.84,-148.97,3.92,23.81,23.81,1.87,8.42,6.89,0.89
002800,天顺股份,17.47,17.93,17.94,4387400.0,-0.46,-2.57,17.94,17.17,7675,2.97,-110.82,4.29,25.83,26.60,5.38,19.72,16.14,0.96
002801,微光股份,31.35,33.00,33.00,3788900.0,-1.65,-5.00,33.29,31.00,12041,3.27,17.32,6.94,36.30,71.99,3.67,36.30,29.70,0.68
002802,洪汇新材,12.68,13.18,13.19,3696200.0,-0.50,-3.79,13.23,12.61,4754,2.47,53.95,4.70,18.98,22.98,3.62,14.50,11.86,0.74
002803,吉宏股份,21.80,21.94,22.17,13375300.0,-0.14,-0.64,22.50,21.32,29089,4.63,33.85,5.38,62.93,98.19,3.55,24.13,19.75,1.47
002805,丰元股份,21.55,21.48,21.63,15481300.0,0.07,0.33,22.22,21.26,33607,5.55,-18.96,4.47,60.08,60.35,6.45,23.63,19.33,1.10
002806,华锋股份,18.49,16.81,18.49,54693700.0,1.68,9.99,18.49,16.85,98986,31.41,-91.69,9.76,32.19,39.29,3.52,18.49,15.13,1.73
002807,江阴银行,3.96,3.88,3.89,23897700.0,0.08,2.06,3.97,3.89,9395,0.88,5.21,2.06,107.06,107.22,0.55,4.27,3.49,1.43
002808,*ST恒久,2.83,2.83,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-16.81,0.00,5.29,7.61,3.18,2.97,2.69,0.00
002809,红墙股份,8.86,9.16,9.16,7868600.0,-0.30,-3.28,9.21,8.82,7081,4.63,-40.70,4.26,15.06,21.29,1.29,10.08,8.24,0.64
002810,山东赫达,22.73,24.02,24.11,15516000.0,-1.29,-5.37,24.17,22.65,35687,4.79,39.86,6.33,73.60,79.42,3.57,26.42,21.62,1.87
002811,郑中设计,11.54,11.90,11.89,5448600.0,-0.36,-3.03,11.96,11.46,6338,1.93,21.52,4.20,32.61,35.54,2.50,13.09,10.71,0.57
002812,恩捷股份,70.47,71.81,71.13,27161900.0,-1.34,-1.87,72.22,69.60,191851,3.30,183.65,3.65,579.71,692.11,2.71,78.99,64.63,0.67
002813,路畅科技,22.18,23.17,23.19,1995500.0,-0.99,-4.27,23.48,22.01,4463,1.66,-28.85,6.34,26.58,26.62,12.89,25.49,20.85,0.86
002815,崇达技术,16.50,17.05,17.01,90784400.0,-0.55,-3.23,17.57,16.30,153787,11.68,84.44,7.45,128.23,203.63,2.33,18.76,15.35,1.27
002816,*ST和科,24.79,25.48,25.48,2676100.0,-0.69,-2.71,25.84,24.73,6740,2.68,239.99,4.36,24.79,24.79,10.41,26.75,24.21,0.70
002817,黄山胶囊,6.92,7.09,7.04,6061200.0,-0.17,-2.40,7.15,6.85,4235,2.09,32.59,4.23,20.07,20.70,2.15,7.80,6.38,0.83
002818,富森美,11.06,11.17,11.12,4120500.0,-0.11,-0.98,11.24,11.05,4591,1.38,10.41,1.70,33.00,82.78,1.44,12.29,10.05,0.83
002819,东方中科,23.51,24.92,25.00,4127600.0,-1.41,-5.66,25.15,23.24,9863,1.74,-47.84,7.66,55.62,70.44,1.80,27.41,22.43,1.14
002820,桂发祥,10.19,10.21,10.26,5492600.0,-0.02,-0.20,10.48,10.10,5638,2.73,-85.82,3.72,20.47,20.47,2.34,11.23,9.19,0.93
002821,凯莱英,117.42,117.62,118.28,6954600.0,-0.20,-0.17,121.10,114.73,81955,2.19,38.17,5.42,372.22,423.74,2.36,129.38,105.86,1.01
002822,ST中装,2.96,2.96,2.98,10368800.0,0.00,0.00,3.05,2.94,3088,0.97,-1.87,3.72,31.64,57.72,5.36,3.11,2.81,1.37
002823,凯中精密,18.20,17.68,17.65,29400700.0,0.52,2.94,18.78,17.62,53609,13.43,25.23,6.56,39.84,59.76,2.95,19.45,15.91,1.15
002824,和胜股份,26.47,24.06,24.43,22088700.0,2.41,10.02,26.47,24.10,56854,9.77,49.19,9.85,59.87,82.37,3.53,26.47,21.65,1.64
002825,纳尔股份,10.28,10.77,10.71,6254400.0,-0.49,-4.55,10.78,10.23,6507,2.44,39.22,5.11,26.38,35.10,2.11,11.85,9.69,0.91
002826,易明医药,17.81,18.08,18.05,3493700.0,-0.27,-1.49,18.21,17.66,6239,1.89,36.35,3.04,32.89,33.96,4.05,19.89,16.27,0.42
002827,高争民爆,28.34,29.18,29.22,3179200.0,-0.84,-2.88,29.39,28.20,9067,1.15,41.35,4.08,78.22,78.51,7.27,32.10,26.26,1.09
002828,贝肯能源,9.40,9.68,9.53,8175600.0,-0.28,-2.89,9.62,9.30,7738,4.07,-33.64,3.31,18.89,18.89,2.89,10.65,8.71,0.74
002829,星网宇达,24.85,25.98,26.37,10928400.0,-1.13,-4.35,26.72,24.23,27634,7.48,-41.63,9.58,36.29,51.64,3.34,28.58,23.38,0.87
002830,名雕股份,21.25,21.90,21.90,1906000.0,-0.65,-2.97,22.22,21.04,4109,2.85,65.47,5.39,14.21,28.33,4.15,24.09,19.71,0.76
002831,裕同科技,38.54,39.79,39.81,7292800.0,-1.25,-3.14,40.30,38.30,28392,1.43,22.21,5.03,196.94,354.77,2.88,43.77,35.81,0.37
002832,比音勒芬,19.60,19.54,19.54,8026600.0,0.06,0.31,19.97,19.38,15767,2.06,18.47,3.02,76.33,111.86,1.95,21.49,17.59,0.76
002833,弘亚数控,19.07,18.96,19.01,9517000.0,0.11,0.58,19.93,18.89,18434,3.30,18.24,5.49,54.97,80.90,2.96,20.86,17.06,1.35
002835,同为股份,13.25,13.68,13.68,2666400.0,-0.43,-3.14,13.78,13.20,3571,2.09,25.28,4.24,16.87,29.08,2.28,15.05,12.31,0.88
002836,新宏泽,11.34,11.61,11.60,2545900.0,-0.27,-2.33,11.69,11.19,2897,1.11,61.04,4.31,26.13,26.13,7.42,12.77,10.45,0.97
002837,英维克,91.00,97.52,97.52,64770500.0,-6.52,-6.69,97.77,88.02,591246,7.45,184.86,10.00,791.32,892.04,25.77,107.27,87.77,1.30
002838,道恩股份,33.74,35.37,35.61,5993800.0,-1.63,-4.61,35.98,33.62,20609,1.42,61.21,6.67,141.92,161.41,4.30,38.91,31.83,0.92
002839,张家港行,4.24,4.18,4.18,24361100.0,0.06,1.44,4.25,4.16,10268,1.00,5.20,2.15,103.54,103.64,0.55,4.60,3.76,1.71
002840,华统股份,9.18,9.16,9.19,17210100.0,0.02,0.22,9.33,9.11,15834,2.16,-17.93,2.40,73.13,73.64,2.05,10.08,8.24,0.87
002841,视源股份,36.54,38.20,38.33,6409700.0,-1.66,-4.35,38.38,36.40,23717,1.23,23.15,5.18,189.79,254.32,1.94,42.02,34.38,1.34
002842,翔鹭钨业,32.36,32.76,33.09,37897400.0,-0.40,-1.22,33.78,31.20,123438,14.12,27.43,7.88,86.87,105.87,7.25,36.04,29.48,1.11
002843,泰嘉股份,22.44,24.13,24.01,12275600.0,-1.69,-7.00,24.18,22.19,28055,4.91,-203.51,8.25,56.14,56.49,4.20,26.54,21.72,0.86
002845,同兴达,15.08,16.35,16.30,22764000.0,-1.27,-7.77,16.36,14.98,35179,9.10,122.36,8.44,37.74,49.39,2.02,17.99,14.72,0.89
002846,英联股份,12.33,12.89,12.89,6117000.0,-0.56,-4.34,12.91,12.25,7639,2.35,140.82,5.12,32.08,51.79,3.66,14.18,11.60,0.94
002847,盐津铺子,59.03,56.40,56.30,7642200.0,2.63,4.66,60.36,56.01,45091,3.13,20.10,7.71,143.94,160.98,7.42,62.04,50.76,2.67
002848,*ST高斯,16.96,17.12,16.80,3482900.0,-0.16,-0.93,17.20,16.80,5912,2.11,-48.05,2.34,27.97,28.35,33.93,17.98,16.26,0.58
002849,威星智能,16.41,17.13,17.11,7931000.0,-0.72,-4.20,17.82,16.40,13430,3.62,69.21,8.29,35.91,36.21,2.63,18.84,15.42,1.04
002850,科达利,173.88,183.81,186.00,7741800.0,-9.93,-5.40,186.20,173.79,136561,3.85,26.30,6.75,350.00,483.31,3.72,202.19,165.43,1.53
