stock_code,stock_name,price,last_close,open,volume,change_amt,change_pct,high,low,amount_wan,turnover_pct,pe_ttm,amplitude_pct,mcap_yi,float_mcap_yi,pb,limit_up,limit_down,vol_ratio
603032,德新科技,25.38,27.69,27.42,46540300.0,-2.31,-8.34,28.22,25.07,122775,20.08,86.11,11.38,58.83,59.19,5.06,30.46,24.92,3.00
603033,三维股份,10.31,10.46,10.39,10928900.0,-0.15,-1.43,10.83,10.11,11336,1.08,-20.44,6.88,104.39,106.31,4.21,11.51,9.41,1.30
603035,常熟汽饰,12.12,12.18,12.25,2878600.0,-0.06,-0.49,12.25,12.09,3499,0.79,13.45,1.31,44.40,44.40,0.82,13.40,10.96,0.64
603036,如通股份,13.20,13.37,13.35,5652700.0,-0.17,-1.27,13.65,13.14,7567,2.74,27.28,3.81,27.19,27.19,1.99,14.71,12.03,1.09
603037,凯众股份,13.17,13.73,13.78,8257800.0,-0.56,-4.08,14.07,12.98,11000,3.10,49.73,7.94,35.05,35.10,3.54,15.10,12.36,0.76
603038,华立股份,15.32,15.72,15.72,4476100.0,-0.40,-2.54,15.90,15.23,6930,1.67,49.45,4.26,41.16,41.16,2.87,17.29,14.15,0.78
603039,泛微网络,36.64,37.09,37.31,5583000.0,-0.45,-1.21,37.74,36.19,20505,1.81,34.71,4.18,112.72,112.72,4.29,40.80,33.38,0.68
603040,新坐标,85.55,89.22,88.85,3623400.0,-3.67,-4.11,89.03,84.08,31041,2.67,43.86,5.55,116.13,116.74,7.51,98.14,80.30,0.73
603041,美思德,12.44,12.93,12.93,2565400.0,-0.49,-3.79,13.02,12.29,3226,1.40,38.74,5.65,22.78,22.78,1.49,14.22,11.64,0.73
603042,华脉科技,19.52,19.57,19.58,13136000.0,-0.05,-0.26,20.30,19.12,25854,8.18,-56.19,6.03,31.35,31.35,3.76,21.53,17.61,1.31
603043,XD广州酒,14.03,13.64,13.71,4949700.0,0.39,2.86,14.09,13.66,6892,0.88,16.29,3.15,79.12,79.80,2.12,15.00,12.28,1.73
603045,福达合金,62.20,68.77,68.00,21438500.0,-6.57,-9.55,68.60,61.89,136169,15.83,28.63,9.76,84.25,84.25,6.72,75.65,61.89,1.51
603048,浙江黎明,20.03,20.84,20.95,1437800.0,-0.81,-3.89,21.00,19.95,2918,0.98,87.58,5.04,29.42,29.42,2.30,22.92,18.76,0.84
603049,中策橡胶,46.50,46.58,46.66,1346000.0,-0.08,-0.17,46.98,46.43,6281,1.54,9.65,1.18,40.66,406.64,1.59,51.24,41.92,0.76
603050,科林电气,24.97,24.89,25.52,36183000.0,0.08,0.32,27.38,24.79,94248,8.97,44.24,10.41,100.71,100.71,5.48,27.38,22.40,3.75
603051,鹿山新材,21.57,23.65,23.99,10480600.0,-2.08,-8.79,23.99,21.30,23204,6.48,-51.70,11.37,34.86,34.86,2.05,26.02,21.29,1.63
603052,可川科技,95.14,92.85,94.85,8861000.0,2.29,2.47,101.11,90.80,84710,4.72,-2709.28,11.10,178.77,178.77,16.78,102.14,83.57,1.26
603053,成都燃气,9.37,9.28,9.30,2468700.0,0.09,0.97,9.41,9.26,2310,0.28,17.77,1.62,83.29,83.29,1.65,10.21,8.35,0.75
603055,台华新材,8.74,8.52,8.60,10569800.0,0.22,2.58,8.85,8.49,9200,1.19,15.57,4.23,77.53,77.81,1.44,9.37,7.67,1.37
603056,德邦股份,18.85,18.85,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-36.73,0.00,190.68,190.68,2.40,-1,-1,0.00
603057,紫燕食品,26.66,26.76,26.77,2461400.0,-0.10,-0.37,27.00,26.38,6574,0.60,36.11,2.32,109.84,109.84,5.15,29.44,24.08,0.88
603058,永吉股份,9.93,10.35,10.36,7485900.0,-0.42,-4.06,10.43,9.85,7514,1.81,131.54,5.60,41.18,41.18,3.48,11.39,9.32,0.87
603059,倍加洁,27.60,27.81,27.81,946600.0,-0.21,-0.76,27.96,27.42,2624,0.94,22.73,1.94,27.72,27.72,2.48,30.59,25.03,0.83
603060,国检集团,6.96,6.33,6.50,21703300.0,0.63,9.95,6.96,6.45,14859,2.70,45.35,8.06,55.96,55.96,2.77,6.96,5.70,1.47
603061,金海通,295.00,300.21,302.02,2619200.0,-5.21,-1.74,306.66,291.00,78031,3.01,109.98,5.22,256.65,256.65,15.23,330.23,270.19,0.75
603062,麦加芯彩,43.73,45.65,45.30,1070700.0,-1.92,-4.21,45.62,43.52,4743,2.89,27.76,4.60,16.21,47.23,2.37,50.22,41.09,1.09
603063,禾望电气,55.66,60.29,60.29,40173000.0,-4.63,-7.68,60.75,54.47,229286,8.74,53.65,10.42,255.78,255.78,4.96,66.32,54.26,1.07
603065,宿迁联盛,7.51,7.77,7.78,4444800.0,-0.26,-3.35,7.86,7.48,3374,1.06,-206.15,4.89,31.46,31.46,1.58,8.55,6.99,1.09
603066,音飞储存,10.95,11.24,11.32,5100500.0,-0.29,-2.58,11.34,10.91,5641,1.73,25.70,3.83,32.21,32.21,2.11,12.36,10.12,0.88
603067,振华股份,35.06,38.96,38.53,38142700.0,-3.90,-10.01,38.99,35.06,137639,5.05,39.94,10.09,264.89,264.89,6.88,42.86,35.06,0.91
603068,博通集成,35.23,37.69,37.50,6381800.0,-2.46,-6.53,37.96,34.96,23003,4.20,243.31,7.96,53.47,53.47,3.05,41.46,33.92,1.09
603069,海汽集团,16.16,16.47,16.00,8070800.0,-0.31,-1.88,16.95,15.52,13156,2.55,-82.19,8.68,51.07,51.07,6.61,18.12,14.82,0.79
603070,万控智造,17.23,17.13,16.78,11276000.0,0.10,0.58,17.41,16.51,19156,2.81,113.70,5.25,69.09,69.09,3.19,18.84,15.42,0.98
603071,物产环能,14.00,13.15,13.09,7402700.0,0.85,6.46,14.11,13.09,10229,1.33,11.90,7.76,78.11,78.11,1.36,14.47,11.84,3.21
603072,天和磁材,35.89,38.08,38.09,4978400.0,-2.19,-5.75,38.25,35.69,18169,3.94,54.78,6.72,45.30,94.85,4.25,41.89,34.27,1.46
603073,彩蝶实业,17.82,18.37,18.54,1756100.0,-0.55,-2.99,18.65,17.72,3183,3.45,34.48,5.06,9.07,20.67,1.49,20.21,16.53,0.82
603075,热威股份,28.17,26.45,25.94,10569700.0,1.72,6.50,28.30,25.94,29109,25.63,34.80,8.92,11.62,113.38,5.79,29.10,23.81,1.65
603076,乐惠国际,26.35,26.36,26.17,6426800.0,-0.01,-0.04,27.20,26.00,17043,5.32,123.66,4.55,31.80,31.80,2.46,29.00,23.72,1.32
603077,和邦生物,2.46,2.53,2.53,151986600.0,-0.07,-2.77,2.53,2.45,37841,1.72,-57.88,3.16,217.26,217.26,1.22,2.78,2.28,1.08
603078,江化微,34.70,33.60,34.00,55833400.0,1.10,3.27,36.96,34.00,198904,14.48,125.33,8.81,133.82,133.82,6.71,36.96,30.24,1.49
603079,圣达生物,13.87,13.95,14.05,2148400.0,-0.08,-0.57,14.10,13.76,2996,1.14,48.90,2.44,26.22,26.22,1.64,15.35,12.56,0.77
603080,XD新疆火,22.24,23.36,23.55,4823000.0,-1.12,-4.79,23.68,22.20,11036,3.41,14.95,6.34,31.47,31.47,2.03,25.70,21.02,0.97
603081,大丰实业,10.36,10.59,10.60,3249300.0,-0.23,-2.17,10.64,10.33,3393,0.77,74.38,2.93,43.77,43.77,1.37,11.65,9.53,0.91
603082,北自科技,35.66,38.05,38.05,7281900.0,-2.39,-6.28,38.09,35.08,26559,17.95,38.79,7.91,14.46,57.85,3.47,41.86,34.25,0.63
603083,剑桥科技,207.70,203.04,201.96,38350500.0,4.66,2.30,219.00,199.20,802905,13.92,209.05,9.75,572.40,732.45,9.81,223.34,182.74,1.22
603085,天成自控,13.37,13.82,13.88,11022300.0,-0.45,-3.26,14.03,13.22,14917,2.78,59.59,5.86,53.09,53.09,5.49,15.20,12.44,1.10
603086,先达股份,6.11,6.25,6.27,6691900.0,-0.14,-2.24,6.29,6.07,4135,1.54,19.39,3.52,26.57,26.57,1.25,6.88,5.63,1.08
603087,XD甘李药,52.28,52.05,52.29,6607100.0,0.23,0.44,53.00,51.51,34528,1.18,30.49,2.86,291.65,312.27,2.78,57.26,46.85,1.23
603088,宁波精达,10.50,11.20,11.09,16281500.0,-0.70,-6.25,11.19,10.37,17408,3.72,57.49,7.32,45.98,52.75,4.59,12.32,10.08,0.95
603089,正裕工业,10.27,10.69,10.78,2788700.0,-0.42,-3.93,10.78,10.18,2888,1.16,49.38,5.61,24.65,28.32,1.50,11.76,9.62,0.91
603090,宏盛股份,59.80,65.18,65.94,6694200.0,-5.38,-8.25,66.30,59.55,41488,6.69,78.53,10.36,59.80,59.80,9.62,71.70,58.66,0.94
603091,众鑫股份,72.88,73.99,73.71,683400.0,-1.11,-1.50,74.66,71.00,4961,2.17,25.88,4.95,22.91,74.51,3.26,81.39,66.59,0.88
603092,德力佳,67.44,68.56,68.10,1675300.0,-1.12,-1.63,69.09,67.06,11414,4.85,30.07,2.96,23.32,269.76,4.70,75.42,61.70,0.72
603093,南华期货,22.00,20.66,21.41,27180500.0,1.34,6.49,22.73,21.40,60845,4.46,26.09,6.44,134.21,157.90,2.74,22.73,18.59,1.92
603095,越剑智能,19.91,19.92,20.02,5081100.0,-0.01,-0.05,20.57,19.66,10217,1.97,77.63,4.57,51.42,51.42,2.20,21.91,17.93,0.80
603096,新经典,16.33,16.42,16.42,1577900.0,-0.09,-0.55,16.64,16.23,2594,1.02,34.43,2.50,25.19,25.19,1.34,18.06,14.78,0.83
603097,江苏华辰,28.64,29.70,29.78,4817500.0,-1.06,-3.57,29.78,28.23,13884,3.00,94.89,5.22,45.96,47.30,4.38,32.67,26.73,0.88
603098,森特股份,12.61,12.65,12.55,8837200.0,-0.04,-0.32,13.22,12.55,11420,1.64,75.19,5.30,67.94,68.06,2.38,13.92,11.39,0.98
603099,长白山,38.95,37.95,37.80,13506500.0,1.00,2.64,39.46,37.75,52580,4.96,79.73,4.51,106.08,106.08,7.04,41.75,34.16,1.63
603100,川仪股份,18.91,19.20,19.25,4722200.0,-0.29,-1.51,19.60,18.88,8998,0.92,15.13,3.75,96.73,97.04,2.07,21.12,17.28,0.89
603101,汇嘉时代,7.46,7.42,7.39,14210200.0,0.04,0.54,7.69,7.37,10729,3.02,41.55,4.31,35.09,35.09,2.45,8.16,6.68,1.46
603102,百合股份,36.86,36.71,36.73,492200.0,0.15,0.41,36.98,36.36,1810,0.77,19.32,1.69,23.59,23.59,1.40,40.38,33.04,0.86
603103,横店影视,22.92,21.54,21.54,23814600.0,1.38,6.41,23.55,21.45,53412,3.76,-101.30,9.75,145.36,145.36,11.37,23.69,19.39,1.53
603105,芯能科技,9.09,9.15,9.14,12835700.0,-0.06,-0.66,9.33,9.06,11790,2.57,25.90,2.95,45.45,45.45,2.11,10.07,8.24,1.22
603106,恒银科技,7.63,7.89,7.95,6160700.0,-0.26,-3.30,7.96,7.60,4766,1.18,138.56,4.56,39.72,39.72,3.00,8.68,7.10,1.00
603107,上海汽配,13.30,13.45,13.38,2490700.0,-0.15,-1.12,13.54,13.26,3330,1.14,28.87,2.08,29.02,44.87,2.06,14.80,12.11,0.85
603108,润达医疗,12.55,13.15,13.15,34631100.0,-0.60,-4.56,13.66,12.45,44327,5.74,-14.22,9.20,75.76,75.76,2.06,14.47,11.84,1.04
603109,神驰机电,19.16,19.58,19.60,2336200.0,-0.42,-2.15,19.68,19.00,4498,1.12,45.77,3.47,40.02,40.02,2.03,21.54,17.62,1.06
603110,东方材料,22.12,23.41,23.81,17081000.0,-1.29,-5.51,23.82,22.10,38974,8.49,4004.37,7.35,44.51,44.51,6.39,25.75,21.07,1.22
603111,康尼机电,6.24,6.30,6.34,5908200.0,-0.06,-0.95,6.43,6.22,3722,0.69,15.10,3.33,53.22,53.79,1.31,6.93,5.67,1.01
603112,华翔股份,20.24,20.85,20.90,11561800.0,-0.61,-2.93,20.91,20.06,23574,2.16,19.12,4.08,108.20,109.29,2.48,22.94,18.77,0.96
603113,金能科技,5.14,5.19,5.23,5327000.0,-0.05,-0.96,5.23,5.13,2755,0.63,-6.77,1.93,43.61,43.61,0.60,5.71,4.67,0.62
603115,海星股份,106.84,110.40,110.00,12545000.0,-3.56,-3.22,116.00,105.06,137538,5.19,115.79,9.91,258.44,258.44,11.94,121.44,99.36,0.95
603116,红蜻蜓,7.25,7.31,7.40,11767900.0,-0.06,-0.82,7.43,7.19,8577,2.04,-30.93,3.28,41.77,41.77,1.65,8.04,6.58,0.63
603117,万林物流,4.48,4.74,4.70,19589700.0,-0.26,-5.49,4.75,4.43,8964,3.27,365.21,6.75,26.84,26.84,2.62,5.21,4.27,1.42
603118,共进股份,12.79,13.39,13.59,40460200.0,-0.60,-4.48,13.67,12.62,52897,5.14,125.97,7.84,100.69,100.69,1.98,14.73,12.05,0.83
603119,浙江荣泰,65.85,69.97,69.97,23658800.0,-4.12,-5.89,70.66,65.01,158537,8.93,107.13,8.07,174.53,311.38,15.37,76.97,62.97,0.84
603120,肯特催化,47.57,51.32,51.01,2531200.0,-3.75,-7.31,51.46,46.60,12216,6.68,51.05,9.47,18.03,43.00,3.61,56.45,46.19,0.79
603121,华培动力,16.33,16.58,16.90,5677300.0,-0.25,-1.51,16.92,16.17,9295,1.68,-90.50,4.52,55.28,55.28,5.04,18.24,14.92,0.60
603122,合富中国,12.76,12.66,12.67,10415200.0,0.10,0.79,12.95,12.66,13340,2.62,-141.37,2.29,50.79,50.79,4.87,13.93,11.39,0.95
603123,翠微股份,10.09,10.30,10.26,12029300.0,-0.21,-2.04,10.35,10.06,12296,1.84,-18.78,2.82,65.81,80.59,4.95,11.33,9.27,0.68
603124,江南新材,137.46,137.15,139.00,3928700.0,0.31,0.23,147.44,135.57,55289,5.06,76.84,8.65,106.68,200.34,10.39,150.87,123.44,1.31
603125,常青科技,24.18,25.21,25.28,9890600.0,-1.03,-4.09,25.40,24.00,24383,2.44,47.97,5.55,97.89,97.89,3.89,27.73,22.69,1.04
603126,中材节能,7.70,7.86,7.86,9198700.0,-0.16,-2.04,7.93,7.65,7145,1.51,143.47,3.56,47.01,47.01,2.29,8.65,7.07,0.66
603127,昭衍新药,35.17,36.46,36.29,28680200.0,-1.29,-3.54,37.19,35.09,102584,4.55,53.23,5.76,221.70,263.55,3.08,40.11,32.81,0.66
603128,华贸物流,5.36,5.30,5.28,8340800.0,0.06,1.13,5.37,5.28,4458,0.64,15.16,1.70,70.16,70.16,1.11,5.83,4.77,0.94
603129,春风动力,224.00,232.10,233.62,2114300.0,-8.10,-3.49,234.99,223.11,48077,1.38,20.43,5.12,343.80,343.80,4.67,255.31,208.89,1.46
603130,云中马,42.40,44.05,44.01,1516200.0,-1.65,-3.75,44.41,42.00,6495,1.10,53.69,5.47,58.31,58.31,4.16,48.46,39.65,0.81
603131,上海沪工,18.81,20.04,20.00,11313900.0,-1.23,-6.14,20.15,18.70,21761,3.36,-426.57,7.24,63.37,63.37,3.84,22.04,18.04,1.18
603132,金徽股份,17.24,17.24,17.32,5168600.0,0.00,0.00,17.60,17.05,8933,0.53,25.81,3.19,168.61,168.61,5.29,18.96,15.52,0.86
603133,退市碳元,0.29,0.29,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.93,0.00,0.61,0.61,0.30,-1,-1,0.00
603135,中重科技,10.25,10.49,10.50,5243800.0,-0.24,-2.29,10.65,10.20,5436,0.83,-376.96,4.29,64.53,65.01,2.20,11.54,9.44,1.01
603136,天目湖,9.54,9.45,9.45,3527000.0,0.09,0.95,9.69,9.45,3381,1.31,28.03,2.54,25.77,25.77,1.87,10.40,8.51,1.43
603137,恒尚节能,12.66,13.03,13.00,1902200.0,-0.37,-2.84,13.03,12.45,2415,1.04,-49.94,4.45,23.16,23.16,1.93,14.33,11.73,0.84
603138,海量数据,16.08,16.65,16.80,12226700.0,-0.57,-3.42,17.34,15.90,20286,4.24,-66.26,8.65,46.37,47.25,5.84,18.32,14.99,1.15
603139,康惠股份,36.49,37.03,36.60,3145700.0,-0.54,-1.46,37.40,35.75,11466,3.15,-12.34,4.46,36.45,36.45,6.68,40.73,33.33,0.72
603150,万朗磁塑,68.20,71.63,72.62,2242500.0,-3.43,-4.79,72.92,68.00,15747,2.62,57.95,6.87,58.30,58.30,3.35,78.79,64.47,0.99
603151,邦基科技,13.32,13.54,13.79,2163900.0,-0.22,-1.62,13.80,13.26,2916,1.26,26.23,3.99,22.79,22.79,1.65,14.89,12.19,0.97
603153,上海建科,14.65,14.23,14.38,2421600.0,0.42,2.95,14.96,14.35,3548,0.60,16.17,4.29,59.15,60.04,1.55,15.65,12.81,1.55
603155,新亚强,17.85,19.26,19.14,7423300.0,-1.41,-7.32,19.50,17.79,13500,2.35,66.31,8.88,56.37,56.37,2.55,21.19,17.33,0.94
603156,养元饮品,42.74,43.73,43.89,12197000.0,-0.99,-2.26,43.89,42.36,52305,0.97,37.79,3.50,538.64,538.64,5.43,48.10,39.36,0.76
603157,退市拉夏,0.59,0.59,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.39,0.00,1.96,3.23,-0.21,-1,-1,0.00
603158,腾龙股份,14.60,15.09,15.02,29033300.0,-0.49,-3.25,15.12,14.40,42561,5.92,119.99,4.77,71.65,71.65,3.15,16.60,13.58,0.58
603159,上海亚虹,26.26,27.76,27.70,3150600.0,-1.50,-5.40,27.98,26.05,8434,2.25,-360.77,6.95,36.76,36.76,7.41,30.54,24.98,0.76
603160,汇顶科技,61.01,66.09,66.55,13686200.0,-5.08,-7.69,66.98,61.01,86904,2.94,37.45,9.03,284.24,284.24,3.09,72.70,59.48,1.63
603161,科华控股,12.68,13.16,13.20,3588800.0,-0.48,-3.65,13.25,12.62,4620,1.88,28.14,4.79,24.19,24.65,1.61,14.48,11.84,1.13
603162,海通发展,11.63,11.41,11.68,17201700.0,0.22,1.93,11.98,11.22,20015,4.16,26.28,6.66,48.10,159.70,3.48,12.55,10.27,0.98
603163,圣晖集成,103.66,112.45,113.85,3313800.0,-8.79,-7.82,114.00,103.25,35741,3.31,63.10,9.56,103.66,103.66,8.67,123.70,101.21,0.88
603165,荣晟环保,16.48,16.99,17.00,6941500.0,-0.51,-3.00,17.03,16.36,11545,2.22,22.51,3.94,51.54,51.54,1.99,18.69,15.29,0.76
603166,福达股份,12.62,13.19,13.23,7169600.0,-0.57,-4.32,13.39,12.57,9216,1.12,24.95,6.22,80.86,81.48,3.13,14.51,11.87,0.95
603167,渤海轮渡,9.11,9.04,9.03,4643900.0,0.07,0.77,9.13,9.01,4224,0.99,17.17,1.33,42.74,42.74,1.21,9.94,8.14,1.27
603168,莎普爱思,5.78,5.86,5.86,6670700.0,-0.08,-1.37,5.94,5.73,3883,1.79,-7.90,3.58,21.53,21.62,1.63,6.45,5.27,1.03
603169,兰石重装,7.85,8.17,8.19,17672800.0,-0.32,-3.92,8.21,7.80,14069,1.35,-16.95,5.02,102.54,102.54,3.86,8.99,7.35,1.17
603170,宝立食品,13.00,12.45,12.42,6948900.0,0.55,4.42,13.18,12.38,8981,1.74,19.26,6.43,52.00,52.00,3.36,13.70,11.21,2.81
603171,税友股份,47.80,49.70,50.60,6947100.0,-1.90,-3.82,51.20,47.60,34120,1.71,136.04,7.24,194.02,194.23,7.54,54.67,44.73,1.21
603172,万丰股份,19.73,20.13,20.18,2774800.0,-0.40,-1.99,20.55,19.55,5562,2.08,50.76,4.97,26.32,26.32,2.37,22.14,18.12,0.98
603173,福斯达,34.72,35.38,35.14,940600.0,-0.66,-1.87,35.86,34.51,3300,0.59,13.96,3.82,55.55,55.55,2.67,38.92,31.84,0.75
603175,超颖电子,90.61,94.79,94.92,4776400.0,-4.18,-4.41,95.07,89.16,43997,10.50,617.23,6.23,41.20,395.99,14.46,104.27,85.31,0.86
603176,汇通集团,5.12,5.25,5.25,5351500.0,-0.13,-2.48,5.32,5.09,2777,1.16,116.05,4.38,23.64,24.33,2.28,5.78,4.73,1.04
603177,德创环保,10.29,10.72,10.72,3308300.0,-0.43,-4.01,10.83,10.18,3465,1.62,-39.68,6.06,21.01,21.01,6.51,11.79,9.65,0.60
603178,圣龙股份,17.57,18.20,18.21,8787500.0,-0.63,-3.46,18.51,17.41,15685,3.72,-25.71,6.04,41.54,41.54,3.63,20.02,16.38,0.59
603179,新泉股份,52.09,54.19,54.55,30669000.0,-2.10,-3.88,55.09,51.50,161795,4.29,46.20,6.62,372.03,372.03,5.02,59.61,48.77,0.67
603180,金牌家居,17.04,17.19,17.23,1136900.0,-0.15,-0.87,17.53,16.93,1958,0.74,-96.69,3.49,26.29,26.29,0.97,18.91,15.47,0.99
603181,皇马科技,13.70,14.21,14.22,6691700.0,-0.51,-3.59,14.31,13.63,9247,1.14,18.03,4.79,80.65,80.65,2.23,15.63,12.79,0.91
603182,嘉华股份,13.20,13.33,13.33,2247600.0,-0.13,-0.98,13.42,13.06,2985,1.37,25.17,2.70,21.72,21.72,1.92,14.66,12.00,0.91
603183,XD建研院,4.11,4.16,4.19,13322500.0,-0.05,-1.20,4.25,4.08,5547,2.68,178.74,4.09,20.43,20.43,1.28,4.58,3.74,0.97
603185,弘元绿能,18.48,19.53,19.50,16127700.0,-1.05,-5.38,19.50,18.35,30247,2.38,-299.71,5.89,125.48,126.23,1.07,21.48,17.58,0.97
603186,华正新材,132.10,132.12,131.40,16060300.0,-0.02,-0.02,138.95,129.18,214553,10.24,71.61,7.39,207.12,207.12,8.92,145.33,118.91,0.85
603187,海容冷链,12.99,13.03,13.03,4018800.0,-0.04,-0.31,13.21,12.92,5246,1.05,12.90,2.23,49.67,50.20,1.17,14.33,11.73,0.89
603188,亚邦股份,4.52,4.61,4.61,10640800.0,-0.09,-1.95,4.64,4.50,4865,1.87,-57.56,3.04,25.77,25.77,3.66,5.07,4.15,0.91
603189,*ST网达,11.80,12.29,12.56,4569300.0,-0.49,-3.99,12.66,11.71,5579,1.70,-1138.33,7.73,31.81,31.81,2.16,12.90,11.68,0.82
603190,亚通精工,26.03,26.66,26.64,1693900.0,-0.63,-2.36,27.13,25.89,4461,4.12,25.87,4.65,10.70,32.42,1.44,29.33,23.99,0.55
603191,望变电气,21.87,20.65,20.70,39575600.0,1.22,5.91,22.72,20.35,87661,11.99,107.65,11.48,72.16,72.16,2.88,22.72,18.59,2.37
603192,汇得科技,19.76,20.38,20.38,1427000.0,-0.62,-3.04,20.39,19.61,2839,1.02,42.85,3.83,27.55,33.04,1.51,22.42,18.34,1.24
603193,XD润本股,22.11,21.52,21.66,3847600.0,0.59,2.74,22.45,21.42,8452,3.72,27.70,4.79,22.85,89.46,4.13,23.67,19.37,1.47
603194,中力股份,33.50,34.56,34.53,1716800.0,-1.06,-3.07,34.67,33.33,5795,1.09,15.82,3.88,52.94,134.34,2.43,38.02,31.10,0.79
603195,公牛集团,41.58,42.15,42.06,11393700.0,-0.57,-1.35,43.16,41.58,47939,0.63,18.10,3.75,748.72,751.73,4.22,46.37,37.94,1.86
603196,璞源材料,24.08,25.26,25.28,4643700.0,-1.18,-4.67,25.50,23.91,11322,1.96,295.29,6.29,57.07,100.82,5.06,27.79,22.73,1.22
603197,保隆科技,31.56,32.91,32.63,5204400.0,-1.35,-4.10,33.23,31.36,16584,2.46,35.74,5.68,66.64,67.55,2.10,36.20,29.62,1.33
603198,迎驾贡酒,36.95,35.39,35.07,14153400.0,1.56,4.41,37.80,34.95,51996,1.77,14.84,8.05,295.60,295.60,2.58,38.93,31.85,1.43
603199,九华旅游,32.75,32.28,32.11,1687600.0,0.47,1.46,33.29,32.11,5545,1.52,16.96,3.66,36.25,36.25,2.21,35.51,29.05,0.85
603200,上海洗霸,47.99,50.10,50.44,4112300.0,-2.11,-4.21,50.68,47.74,20067,2.34,102.71,5.87,84.21,84.21,7.66,55.11,45.09,0.80
603201,常润股份,15.98,15.96,16.20,2759600.0,0.02,0.13,16.23,15.70,4410,1.47,15.44,3.32,30.10,30.36,1.70,17.56,14.36,0.85
603202,天有为,64.23,65.20,65.20,1121600.0,-0.97,-1.49,65.39,64.17,7242,2.23,12.71,1.87,32.25,102.77,1.49,71.72,58.68,1.05
603203,快克智能,67.50,75.00,74.00,14842500.0,-7.50,-10.00,75.60,67.50,106949,5.96,114.92,10.80,168.18,171.36,11.42,82.50,67.50,0.86
603205,健尔康,24.19,24.78,24.64,688600.0,-0.59,-2.38,24.93,24.19,1686,1.67,34.27,2.99,10.00,37.74,2.48,27.26,22.30,0.86
603206,嘉环科技,16.92,17.99,18.00,15199900.0,-1.07,-5.95,18.29,16.70,26393,4.98,108.64,8.84,51.64,51.64,2.26,19.79,16.19,0.69
603207,小方制药,23.40,23.23,23.05,1193500.0,0.17,0.73,23.66,23.05,2793,2.19,18.48,2.63,12.73,37.63,3.27,25.55,20.91,1.02
603208,江山欧派,13.14,13.09,13.06,4014400.0,0.05,0.38,13.27,12.60,5249,2.28,-9.84,5.12,23.11,23.11,2.28,14.40,11.78,1.71
603209,兴通股份,13.50,13.64,13.63,3073700.0,-0.14,-1.03,13.69,13.39,4148,0.96,14.26,2.20,43.40,43.88,1.26,15.00,12.28,0.71
603210,泰鸿万立,13.95,14.06,14.00,2844800.0,-0.11,-0.78,14.18,13.91,3995,1.22,22.32,1.92,32.46,47.49,2.45,15.47,12.65,0.84
603211,晋拓股份,27.20,28.00,28.40,5889000.0,-0.80,-2.86,28.52,26.92,16277,2.17,118.21,5.71,73.93,73.93,5.90,30.80,25.20,0.58
603212,赛伍技术,14.47,15.12,15.32,27182200.0,-0.65,-4.30,15.60,14.31,39886,6.21,-25.70,8.53,63.30,63.30,2.65,16.63,13.61,1.00
603213,镇洋发展,14.70,14.41,14.56,9204500.0,0.29,2.01,15.04,14.43,13526,2.08,86.38,4.23,64.97,64.97,3.59,15.85,12.97,0.95
603214,爱婴室,14.68,14.81,14.82,3006800.0,-0.13,-0.88,15.05,14.63,4469,2.17,24.41,2.84,20.34,20.34,1.76,16.29,13.33,1.19
603215,比依股份,15.73,16.13,16.30,2204600.0,-0.40,-2.48,16.30,15.64,3505,1.18,67.80,4.09,29.45,33.87,1.99,17.74,14.52,0.85
603216,梦天家居,24.50,25.00,25.30,2234200.0,-0.50,-2.00,25.30,24.23,5486,1.00,85.34,4.28,54.56,54.56,3.02,27.50,22.50,0.39
603217,元利科技,26.80,28.66,28.66,4412200.0,-1.86,-6.49,28.78,26.51,12102,2.12,26.91,7.92,55.77,55.77,1.61,31.53,25.79,1.19
603218,日月股份,11.79,12.01,11.92,8630700.0,-0.22,-1.83,12.06,11.77,10242,0.84,23.48,2.41,121.31,121.48,1.16,13.21,10.81,0.91
603219,富佳股份,16.01,16.74,16.74,6048900.0,-0.73,-4.36,16.87,15.86,9819,1.08,163.57,6.03,89.88,89.88,5.56,18.41,15.07,0.77
603220,中贝通信,23.34,24.75,24.80,32782900.0,-1.41,-5.70,24.80,23.02,77674,7.55,200.13,7.19,101.36,125.18,3.25,27.23,22.28,0.76
603221,爱丽家居,12.29,12.84,12.85,3705400.0,-0.55,-4.28,12.91,12.15,4598,1.53,-151.62,5.92,29.77,30.05,1.91,14.12,11.56,0.69
603222,济民健康,8.78,9.02,9.02,13785000.0,-0.24,-2.66,9.28,8.71,12358,2.63,-17.88,6.32,46.10,46.10,4.14,9.92,8.12,0.90
603223,恒通股份,9.91,10.32,10.40,17168300.0,-0.41,-3.97,10.46,9.82,17238,2.43,22.08,6.20,69.95,69.95,1.71,11.35,9.29,0.53
603225,新凤鸣,16.98,17.42,17.36,21723600.0,-0.44,-2.53,17.64,16.64,37212,1.30,26.37,5.74,283.32,284.84,1.35,19.16,15.68,1.25
603226,菲林格尔,48.40,52.99,53.97,9238400.0,-4.59,-8.66,53.97,47.76,45235,2.60,-220.05,11.72,172.06,172.06,20.20,58.29,47.69,1.26
